id,surname,first_name,age,sex,marital_status,occupation,borough,birthplace,household_id,annual_wage_cents
382,Katz,Heinrich,37,M,married,cobbler,Manhattan,Russia,133,32576
383,Katz,Greta,22,F,single,tailor,Manhattan,Russia,133,52976
384,Stein,Friedrich,37,M,married,teacher,Manhattan,New York,134,64762
385,Miller,Sarah,75,F,single,butcher,Manhattan,Germany,135,46373
386,Miller,Giovanni,42,M,single,butcher,Manhattan,Germany,135,46016
387,Miller,Marta,56,F,married,clerk,Manhattan,Germany,135,47061
388,Miller,Rebecca,8,F,single,none,Manhattan,Germany,135,20956
389,Miller,Karl,14,M,single,none,Manhattan,Germany,135,30556
390,Ivanov,John,45,M,widowed,merchant,Manhattan,New York,136,132498
391,Ivanov,Mary,78,F,single,porter,Manhattan,New York,136,24076
392,Ivanov,Leah,47,F,single,stevedore,Manhattan,New York,136,32424
393,Ivanov,Anna,0,F,single,none,Manhattan,New York,136,37197
394,Ivanov,William,2,M,single,none,Manhattan,New York,136,24887
395,Jones,Otto,52,M,married,driver,Manhattan,Russia,137,35128
396,Jones,Wilhelm,71,M,single,engineer,Manhattan,Russia,137,90729
397,Jones,Anna,14,F,single,butcher,Manhattan,Russia,137,50634
398,Jones,Abraham,43,M,single,tailor,Manhattan,Russia,137,48925
399,Ryan,Joseph,10,M,single,none,Manhattan,Ireland,138,20899
400,Ryan,Boris,43,M,single,porter,Manhattan,Ireland,138,31486
401,Ryan,John,29,M,single,merchant,Manhattan,Ireland,138,130448
402,Katz,Angela,47,F,single,baker,Brooklyn,Germany,139,43556
403,Katz,Stanislaw,27,M,married,milliner,Brooklyn,Germany,139,40156
404,Katz,James,12,M,single,none,Brooklyn,Germany,139,22894
405,Katz,Boris,28,M,widowed,carpenter,Brooklyn,Germany,139,44667
406,Murphy,Elizabeth,0,F,single,none,Manhattan,Italy,140,35740
407,Murphy,Abraham,59,M,married,clerk,Manhattan,Italy,140,43358
408,Murphy,Zofia,0,F,single,none,Manhattan,Italy,140,26896
409,Novak,Teresa,51,F,widowed,merchant,Queens,Ireland,141,131711
410,Novak,Marta,56,F,single,bookkeeper,Queens,Ireland,141,57486
411,Novak,Giovanni,7,M,single,none,Queens,Ireland,141,25207
412,Novak,Mary,30,F,married,laborer,Queens,Ireland,141,39935
413,Novak,Bridget,3,F,single,none,Queens,Ireland,141,32936
414,Becker,Mary,68,F,single,clerk,Manhattan,Russia,142,52784
415,Becker,Wilhelm,24,M,married,washerwoman,Manhattan,Russia,142,33484
416,Stein,Rachel,37,F,single,typesetter,Manhattan,New York,143,53966
417,Stein,William,38,M,single,milliner,Manhattan,New York,143,42944
418,Stein,Hilda,41,F,single,engineer,Manhattan,New York,143,87700
419,Stein,Sarah,29,F,single,clerk,Manhattan,New York,143,54793
420,Stein,Leah,75,F,married,laborer,Manhattan,New York,143,23776
421,Walsh,Mary,36,F,single,stevedore,Manhattan,Sweden,144,39060
422,Walsh,Sarah,19,F,married,engineer,Manhattan,Sweden,144,98165
423,Walsh,Michael,26,M,widowed,shopkeeper,Manhattan,Sweden,144,83806
424,Walsh,Elizabeth,55,F,married,nurse,Manhattan,Sweden,144,45103
425,Walsh,Heinrich,58,M,married,porter,Manhattan,Sweden,144,27619
426,Callahan,Isaac,0,M,single,none,Brooklyn,Russia,145,32544
427,Callahan,Esther,77,F,married,laborer,Brooklyn,Russia,145,26140
428,Callahan,Leah,72,F,married,teacher,Brooklyn,Russia,145,63311
429,Callahan,Stanislaw,0,M,single,none,Brooklyn,Russia,145,34495
430,"O'Brien",Gertrud,9,F,single,none,Manhattan,Italy,146,21993
431,Cohen,John,19,M,single,merchant,Manhattan,New York,147,127269
432,Cohen,Anna,31,F,widowed,servant,Manhattan,New York,147,18415
433,Cohen,Anna,10,F,single,none,Manhattan,New York,147,23101
434,Ivanov,Ruth,5,F,single,none,Queens,Ireland,148,33550
435,Hoffmann,Hilda,42,F,married,shopkeeper,Manhattan,Ireland,149,68215
436,Hoffmann,John,39,M,single,tailor,Manhattan,Ireland,149,36073
437,Hoffmann,Daniel,48,M,single,shopkeeper,Manhattan,Ireland,149,70660
438,Hoffmann,Zofia,16,F,divorced,driver,Manhattan,Ireland,149,44395
439,Hoffmann,Joseph,21,M,widowed,butcher,Manhattan,Ireland,149,34558
440,Novak,Maria,16,F,single,stevedore,Manhattan,Italy,150,37816
441,Miller,Angela,79,F,single,porter,Queens,New York,151,36320
442,Hoffmann,Bridget,24,F,single,grocer,Manhattan,Ireland,152,54610
443,Hoffmann,Anna,10,F,single,none,Manhattan,Ireland,152,36818
444,Petrov,John,71,M,married,shopkeeper,Manhattan,Ireland,153,70128
445,Petrov,Catherine,16,F,married,none,Manhattan,Ireland,153,26058
446,Petrov,Rebecca,17,F,single,seamstress,Manhattan,Ireland,153,31400
447,Petrov,Heinrich,5,M,single,none,Manhattan,Ireland,153,26992
448,Johnson,Angela,1,F,single,none,Brooklyn,New York,154,29153
449,Johnson,Elizabeth,11,F,single,none,Brooklyn,New York,154,34130
450,Johnson,Wilhelm,26,M,married,merchant,Brooklyn,New York,154,122069
451,Johnson,Marta,76,F,single,washerwoman,Brooklyn,New York,154,17949
452,Johnson,Esther,0,F,single,none,Brooklyn,New York,154,24639
453,Stein,Sarah,58,F,widowed,butcher,Manhattan,France,155,34413
454,Walsh,Greta,14,F,single,cobbler,Manhattan,Germany,156,40895
455,Walsh,James,3,M,single,none,Manhattan,Germany,156,39024
456,Walsh,Jacob,30,M,single,bookkeeper,Manhattan,Germany,156,61722
457,Walsh,Maria,1,F,single,none,Manhattan,Germany,156,38119
458,Russo,Giovanni,31,M,married,laborer,Manhattan,Ireland,157,37617
459,Hoffmann,Boris,77,M,single,bookkeeper,Manhattan,Ireland,158,72157
460,Hoffmann,Abraham,33,M,single,teacher,Manhattan,Ireland,158,53340
461,Hoffmann,Gertrud,17,F,widowed,cobbler,Manhattan,Ireland,158,33769
462,Hoffmann,Ellen,1,F,single,none,Manhattan,Ireland,158,34886
463,Hoffmann,Joseph,56,M,married,servant,Manhattan,Ireland,158,15014
464,Johnson,Giovanni,17,M,single,typesetter,Manhattan,New York,159,56332
465,Katz,Isaac,0,M,single,none,Manhattan,New York,160,39157
466,Katz,Sarah,11,F,single,none,Manhattan,New York,160,20998
467,Katz,Greta,0,F,single,none,Manhattan,New York,160,26190
468,Katz,Margaret,77,F,married,porter,Manhattan,New York,160,33491
469,Katz,Giuseppe,6,M,single,none,Manhattan,New York,160,35612
470,Walsh,Luigi,0,M,single,none,Manhattan,New York,161,22139
471,Walsh,Bridget,15,F,single,clerk,Manhattan,New York,161,41975
472,Walsh,Hilda,54,F,married,butcher,Manhattan,New York,161,32777
473,Ferrari,Samuel,16,M,single,machinist,Manhattan,New Jersey,162,57602
474,Ferrari,Salvatore,24,M,widowed,baker,Manhattan,New Jersey,162,48285
475,Ferrari,Sarah,16,F,married,seamstress,Manhattan,New Jersey,162,21226
476,Ferrari,Zofia,37,F,married,grocer,Manhattan,New Jersey,162,39850
477,Ferrari,Rebecca,58,F,single,merchant,Manhattan,New Jersey,162,121403
478,Ivanov,Greta,26,F,married,engineer,Manhattan,Ireland,163,94242
479,Ivanov,Rebecca,13,F,single,stevedore,Manhattan,Ireland,163,37563
480,Ivanov,Sarah,0,F,single,none,Manhattan,Ireland,163,33646
481,Friedman,Daniel,6,M,single,none,Manhattan,Italy,164,32082
482,Friedman,Rachel,34,F,divorced,seamstress,Manhattan,Italy,164,23429
483,Friedman,John,64,M,married,merchant,Manhattan,Italy,164,119489
484,Friedman,Maria,53,F,married,grocer,Manhattan,Italy,164,52356
485,Johansson,Giovanni,48,M,single,merchant,Manhattan,Ireland,165,125947
486,Johansson,Angela,13,F,single,none,Manhattan,Ireland,165,20251
487,Johansson,Patrick,17,M,single,cobbler,Manhattan,Ireland,165,34887
488,Kelly,David,1,M,single,none,Brooklyn,Ireland,166,32100
489,McCarthy,Ellen,70,F,married,merchant,Manhattan,New York,167,131442
490,McCarthy,Otto,40,M,single,baker,Manhattan,New York,167,32874
491,McCarthy,Ruth,35,F,married,butcher,Manhattan,New York,167,49721
492,McCarthy,Elizabeth,26,F,single,none,Manhattan,New York,167,38354
493,McCarthy,Karl,4,M,single,none,Manhattan,New York,167,37288
494,Johansson,Marta,11,F,single,none,Brooklyn,Ireland,168,26977
495,Johansson,Ellen,26,F,single,stevedore,Brooklyn,Ireland,168,47898
496,Johansson,Isaac,59,M,single,milliner,Brooklyn,Ireland,168,41027
497,Johansson,Josef,61,M,single,baker,Brooklyn,Ireland,168,46196
498,Johansson,Otto,46,M,single,stevedore,Brooklyn,Ireland,168,33261
499,Goldberg,Michael,2,M,single,none,Staten Island,Germany,169,23850
500,Goldberg,David,11,M,single,none,Staten Island,Germany,169,25572
501,Goldberg,Rebecca,76,F,married,machinist,Staten Island,Germany,169,60807
502,Goldberg,Anna,18,F,married,servant,Staten Island,Germany,169,18211
503,Goldberg,Rachel,33,F,single,porter,Staten Island,Germany,169,27361
504,Goldberg,Luigi,20,M,single,laborer,Brooklyn,Austria-Hungary,170,26097
505,Goldberg,Ellen,23,F,married,driver,Brooklyn,Austria-Hungary,170,36399
506,Goldberg,Leah,43,F,single,driver,Brooklyn,Austria-Hungary,170,37822
507,Goldberg,Margaret,40,F,widowed,teacher,Brooklyn,Austria-Hungary,170,55972
508,Goldberg,Stanislaw,43,M,widowed,tailor,Brooklyn,Austria-Hungary,170,45220
509,Goldberg,Rachel,26,F,single,porter,Manhattan,Ireland,171,41896
510,Goldberg,Ellen,19,F,single,laborer,Manhattan,Ireland,171,35972
511,Goldberg,Rebecca,25,F,married,merchant,Manhattan,Ireland,171,134490
512,Goldberg,Olga,58,F,widowed,nurse,Manhattan,Ireland,171,41364
513,Conti,Stanislaw,53,M,single,teacher,Manhattan,New York,172,59964
514,Conti,Friedrich,54,M,married,typesetter,Manhattan,New York,172,47261
515,Conti,Teresa,20,F,single,teacher,Manhattan,New York,172,55395
516,Conti,Samuel,7,M,single,none,Manhattan,New York,172,30646
517,Conti,Heinrich,78,M,single,shopkeeper,Manhattan,New York,172,83419
518,Rossi,Joseph,3,M,single,none,Brooklyn,Italy,173,37679
519,Rossi,Josef,12,M,single,none,Brooklyn,Italy,173,33823
520,Petrov,Rachel,45,F,married,none,Manhattan,Germany,174,21038
521,Petrov,Giovanni,54,M,single,stevedore,Manhattan,Germany,174,31784
522,Petrov,Antonio,51,M,married,laborer,Manhattan,Germany,174,39027
523,Petrov,Marta,71,F,married,laborer,Manhattan,Germany,174,27164
524,Murphy,John,1,M,single,none,Manhattan,Ireland,175,31380
525,Murphy,Jacob,62,M,married,seamstress,Manhattan,Ireland,175,36322
526,Murphy,Anna,13,F,single,none,Manhattan,Ireland,175,20586
527,Schmidt,Wilhelm,66,M,single,milliner,Brooklyn,Italy,176,32601
528,Schmidt,Maria,0,F,single,none,Brooklyn,Italy,176,38658
529,Schmidt,Josef,11,M,single,none,Brooklyn,Italy,176,21823
530,Schmidt,Rebecca,68,F,married,laborer,Brooklyn,Italy,176,37470
531,Andersen,Luigi,72,M,married,none,Queens,New York,177,31792
532,Callahan,Daniel,3,M,single,none,Manhattan,New York,178,23946
533,Johansson,Sarah,1,F,single,none,Manhattan,Russia,179,22194
534,Johansson,Isaac,73,M,single,butcher,Manhattan,Russia,179,48912
535,Johansson,John,13,M,single,none,Manhattan,Russia,179,28552
536,Johansson,Anna,3,F,single,none,Manhattan,Russia,179,36621
537,Wojcik,Thomas,12,M,single,machinist,Brooklyn,Ireland,180,47916
538,"O'Brien",Isaac,5,M,single,none,Manhattan,France,181,39431
539,"O'Brien",Sarah,49,F,widowed,stevedore,Manhattan,France,181,45585
540,Andersen,Greta,74,F,single,bookkeeper,Queens,New York,182,62433
541,Conti,Sarah,16,F,single,clerk,Brooklyn,New York,183,45657
542,Conti,Zofia,23,F,single,carpenter,Brooklyn,New York,183,56209
543,Williams,John,30,M,single,machinist,Manhattan,Russia,184,58510
544,Williams,Margaret,7,F,single,none,Manhattan,Russia,184,25118
545,Williams,Bridget,69,F,married,engineer,Manhattan,Russia,184,102430
546,Walsh,Thomas,28,M,married,washerwoman,Brooklyn,Italy,185,22287
547,"O'Brien",Giovanni,50,M,single,porter,Manhattan,Ireland,186,26535
548,"O'Brien",Mary,9,F,single,none,Manhattan,Ireland,186,31629
549,"O'Brien",Giovanni,48,M,single,seamstress,Manhattan,Ireland,186,32455
550,"O'Brien",Jacob,73,M,single,teacher,Manhattan,Ireland,186,67779
551,"O'Brien",William,15,M,single,seamstress,Manhattan,Ireland,186,36079
552,Walsh,Jacob,13,M,single,none,Manhattan,New Jersey,187,26843
553,Brown,Angela,23,F,single,none,Brooklyn,Ireland,188,31578
554,Brown,Ruth,75,F,single,servant,Brooklyn,Ireland,188,23961
555,Wagner,Esther,61,F,married,teacher,Brooklyn,New York,189,52359
556,Wagner,Leah,45,F,single,servant,Brooklyn,New York,189,21258
557,Wagner,Ruth,79,F,single,baker,Brooklyn,New York,189,43056
558,Silverman,Rebecca,0,F,single,none,Brooklyn,Austria-Hungary,190,38241
559,Silverman,Samuel,48,M,single,carpenter,Brooklyn,Austria-Hungary,190,50967
560,Silverman,Teresa,1,F,single,none,Brooklyn,Austria-Hungary,190,31500
561,Silverman,Isaac,59,M,single,baker,Brooklyn,Austria-Hungary,190,41946
562,Silverman,John,76,M,married,machinist,Brooklyn,Austria-Hungary,190,58349
563,Hoffmann,Samuel,45,M,single,none,Manhattan,Ireland,191,32568
564,Hoffmann,Michael,47,M,married,machinist,Manhattan,Ireland,191,50186
565,Davis,Gertrud,59,F,married,stevedore,Manhattan,New York,192,39578
566,Davis,Esther,28,F,single,bookkeeper,Manhattan,New York,192,64764
567,Davis,Leah,29,F,single,baker,Manhattan,New York,192,41201
568,Klein,Maria,12,F,single,none,Queens,New York,193,34236
569,McCarthy,Sarah,0,F,single,none,Brooklyn,Ireland,194,38181
570,McCarthy,John,41,M,widowed,none,Brooklyn,Ireland,194,24308
571,McCarthy,Bridget,5,F,single,none,Brooklyn,Ireland,194,38608
572,Smith,William,6,M,single,none,Manhattan,Massachusetts,195,30675
573,Smith,Margaret,28,F,single,butcher,Manhattan,Massachusetts,195,47481
574,Wagner,Margaret,7,F,single,none,Brooklyn,Ireland,196,27568
575,Wagner,Isaac,66,M,single,merchant,Brooklyn,Ireland,196,118830
576,Wagner,Michael,3,M,single,none,Brooklyn,Ireland,196,26623
577,Wagner,Daniel,45,M,single,nurse,Brooklyn,Ireland,196,38078
578,Wagner,Elizabeth,34,F,single,laborer,Brooklyn,Ireland,196,32495
579,Fischer,Friedrich,10,M,single,none,Manhattan,New York,197,25004
580,Fischer,Maria,27,F,widowed,tailor,Manhattan,New York,197,48698
581,Fischer,Catherine,6,F,single,none,Manhattan,New York,197,32706
582,Fischer,Marta,16,F,married,grocer,Manhattan,New York,197,45086
583,Fischer,Daniel,67,M,married,cobbler,Manhattan,New York,197,40050
584,Wilson,Daniel,15,M,single,factory worker,Brooklyn,Ireland,198,43594
585,Wilson,Karl,24,M,married,none,Brooklyn,Ireland,198,27891
586,Wilson,Bridget,70,F,single,laborer,Brooklyn,Ireland,198,38852
587,Wilson,Anna,55,F,single,milliner,Brooklyn,Ireland,198,25343
588,Wilson,Bridget,51,F,married,merchant,Brooklyn,Ireland,198,128847
589,Roth,Josef,65,M,single,teacher,Brooklyn,Ireland,199,52830
590,Roth,David,6,M,single,none,Brooklyn,Ireland,199,21186
591,Roth,David,2,M,single,none,Brooklyn,Ireland,199,37264
592,Roth,Olga,45,F,married,milliner,Brooklyn,Ireland,199,44375
593,Roth,Rebecca,35,F,married,tailor,Brooklyn,Ireland,199,39258
594,Goldberg,Giovanni,17,M,married,grocer,Manhattan,Ireland,200,51260
595,Goldberg,Luigi,67,M,married,shopkeeper,Manhattan,Ireland,200,73065
596,Goldberg,Wilhelm,6,M,single,none,Manhattan,Ireland,200,24407
597,Goldberg,Ruth,54,F,single,machinist,Manhattan,Ireland,200,60499
598,Ryan,Maria,49,F,married,seamstress,Manhattan,New York,201,35122
599,Ryan,Teresa,34,F,single,typesetter,Manhattan,New York,201,46559
600,Fischer,Abraham,5,M,single,none,Staten Island,Italy,202,34582
601,Fischer,Isaac,37,M,married,servant,Staten Island,Italy,202,24304
602,Fischer,Margaret,78,F,married,none,Staten Island,Italy,202,27636
603,Fischer,Rachel,3,F,single,none,Staten Island,Italy,202,33543
604,Fischer,Michael,9,M,single,none,Staten Island,Italy,202,25248
605,Callahan,Rachel,16,F,married,milliner,Manhattan,Ireland,203,30801
606,Callahan,Margaret,59,F,married,washerwoman,Manhattan,Ireland,203,26015
607,Callahan,Abraham,35,M,single,butcher,Manhattan,Ireland,203,39773
608,Rossi,Giuseppe,0,M,single,none,Staten Island,Germany,204,22524
609,Rossi,Catherine,54,F,single,merchant,Staten Island,Germany,204,118069
610,Rossi,Rachel,1,F,single,none,Staten Island,Germany,204,39361
611,Rossi,Elizabeth,52,F,married,milliner,Staten Island,Germany,204,29106
612,Rossi,Heinrich,10,M,single,none,Staten Island,Germany,204,21436
613,Klein,Otto,16,M,married,clerk,Manhattan,Germany,205,56867
614,Silverman,Rebecca,17,F,single,milliner,Manhattan,Sweden,206,34015
615,Silverman,Abraham,7,M,single,none,Manhattan,Sweden,206,29725
616,Silverman,John,14,M,single,none,Manhattan,Sweden,206,25857
617,Silverman,Angela,45,F,single,machinist,Manhattan,Sweden,206,45416
618,Russo,Antonio,0,M,single,none,Queens,Ireland,207,21501
619,Russo,James,20,M,single,bookkeeper,Queens,Ireland,207,69164
620,Walsh,Otto,0,M,single,none,Manhattan,New York,208,22449
621,Walsh,Wilhelm,68,M,single,cobbler,Manhattan,New York,208,37487
622,McCarthy,Sarah,25,F,married,seamstress,Manhattan,Germany,209,37387
623,McCarthy,Luigi,63,M,single,typesetter,Manhattan,Germany,209,42171
624,Murphy,Elizabeth,8,F,single,none,Staten Island,New York,210,26111
625,Murphy,Daniel,23,M,single,bookkeeper,Staten Island,New York,210,69382
626,Silverman,Sarah,44,F,married,seamstress,Brooklyn,England,211,27602
627,Silverman,Luigi,2,M,single,none,Brooklyn,England,211,33338
628,Silverman,Elizabeth,25,F,single,merchant,Brooklyn,England,211,115198
629,Silverman,Wilhelm,1,M,single,none,Brooklyn,England,211,28172
630,Silverman,Jacob,40,M,married,porter,Brooklyn,England,211,24095
631,Marino,Jacob,40,M,widowed,typesetter,Brooklyn,New York,212,50539
632,Marino,Rosa,5,F,single,none,Brooklyn,New York,212,25651
633,Mueller,Rachel,57,F,single,carpenter,Manhattan,Scotland,213,50368
634,"O'Brien",John,3,M,single,none,Manhattan,Scotland,214,37588
635,"O'Brien",Stanislaw,18,M,single,tailor,Manhattan,Scotland,214,41215
636,Wojcik,Maria,35,F,single,carpenter,Manhattan,Russia,215,58549
637,Wojcik,Olga,4,F,single,none,Manhattan,Russia,215,32756
638,Wojcik,Margaret,23,F,married,machinist,Manhattan,Russia,215,52306
639,Wojcik,James,70,M,widowed,none,Manhattan,Russia,215,36891
640,Wojcik,David,0,M,single,none,Manhattan,Russia,215,22062
641,Klein,Angela,63,F,married,milliner,Manhattan,Ireland,216,28253
642,Klein,Ruth,40,F,married,clerk,Manhattan,Ireland,216,40956
643,Klein,Bridget,44,F,married,laborer,Manhattan,Ireland,216,30694
644,Brown,Antonio,28,M,single,nurse,Queens,Scotland,217,42290
645,Brown,Giovanni,55,M,married,none,Queens,Scotland,217,33910
646,Marino,Isaac,5,M,single,none,Brooklyn,New York,218,20650
647,Marino,David,1,M,single,none,Brooklyn,New York,218,25494
648,Marino,James,29,M,single,butcher,Brooklyn,New York,218,37257
649,Marino,James,18,M,married,typesetter,Brooklyn,New York,218,40125
650,Hoffmann,Olga,19,F,single,grocer,Manhattan,New York,219,50571
651,Hoffmann,Marta,34,F,widowed,laborer,Manhattan,New York,219,40465
652,Hoffmann,Jacob,8,M,single,none,Manhattan,New York,219,34460
653,Ferrari,William,4,M,single,none,Manhattan,Germany,220,24064
654,Wagner,Isaac,27,M,single,carpenter,Brooklyn,New York,221,47673
655,Wagner,Otto,77,M,single,washerwoman,Brooklyn,New York,221,17289
656,Wagner,Friedrich,12,M,single,servant,Brooklyn,New York,221,19027
657,Wilson,Daniel,10,M,single,none,Bronx,Italy,222,30143
658,Wilson,Gertrud,53,F,single,seamstress,Bronx,Italy,222,19410
659,Wilson,Giuseppe,21,M,married,carpenter,Bronx,Italy,222,47902
660,Rossi,Angela,56,F,married,grocer,Manhattan,New York,223,36465
661,Rossi,Boris,28,M,single,porter,Manhattan,New York,223,25831
662,Rossi,Luigi,64,M,married,tailor,Manhattan,New York,223,49387
663,Rossi,Gertrud,10,F,single,none,Manhattan,New York,223,30457
664,Rossi,James,20,M,married,carpenter,Manhattan,New York,223,48643
665,Rossi,William,45,M,single,bookkeeper,Brooklyn,Germany,224,69019
666,Rossi,Joseph,53,M,married,carpenter,Brooklyn,Germany,224,45214
667,Rossi,Maria,18,F,single,carpenter,Brooklyn,Germany,224,47683
668,Rossi,Sarah,7,F,single,none,Brooklyn,Germany,224,31698
669,Silverman,John,40,M,single,merchant,Brooklyn,Ireland,225,119633
670,Silverman,Daniel,11,M,single,none,Brooklyn,Ireland,225,34242
671,Silverman,Stanislaw,2,M,single,none,Brooklyn,Ireland,225,26137
672,Silverman,Karl,36,M,single,butcher,Brooklyn,Ireland,225,39972
673,McCarthy,Hilda,42,F,married,machinist,Manhattan,Russia,226,57287
674,McCarthy,David,35,M,married,machinist,Manhattan,Russia,226,60020
675,McCarthy,Maria,0,F,single,none,Manhattan,Russia,226,30798
676,Roth,David,76,M,widowed,carpenter,Manhattan,Italy,227,52999
677,Roth,Marta,4,F,single,none,Manhattan,Italy,227,30548
678,Roth,Marta,13,F,single,none,Manhattan,Italy,227,36921
679,Roth,Stanislaw,72,M,single,machinist,Manhattan,Italy,227,43671
680,Roth,Angela,3,F,single,none,Manhattan,Italy,227,28250
681,Katz,Josef,74,M,single,driver,Brooklyn,Germany,228,44390
682,Jones,Karl,11,M,single,none,Brooklyn,Ireland,229,27799
683,Jones,Daniel,23,M,single,merchant,Brooklyn,Ireland,229,127392
684,Jones,Luigi,21,M,single,baker,Brooklyn,Ireland,229,45913
685,Jones,Giuseppe,5,M,single,none,Brooklyn,Ireland,229,24096
686,Johnson,Joseph,69,M,widowed,tailor,Manhattan,Russia,230,34191
687,Johnson,Marta,0,F,single,none,Manhattan,Russia,230,35243
688,Andersen,Teresa,27,F,single,baker,Manhattan,Ireland,231,40705
689,Miller,Marta,55,F,single,washerwoman,Manhattan,Germany,232,22103
690,Miller,Ruth,8,F,single,none,Manhattan,Germany,232,30629
691,Miller,Otto,33,M,married,milliner,Manhattan,Germany,232,39071
692,Miller,Giovanni,3,M,single,none,Manhattan,Germany,232,20774
